benissimo,4
bella,3
bel,3
aperto,2
e,0
cauti,2.5
importanti,2
fluido,2.5
Non sto bene,-3
non sto bene,-3
Non sto male,3
non sto male,3
male,-3
malissimo,-4
abbandono,-2
abbandonato,-2
abbandona,-2
rapito,-2
rapimento,-2
rapimenti,-2
basso,-2
Basso,-2
aborrire,-3
aborrito,-3
ripugnante,-3
detesta,-3
abilità,2
sicurezza,2
agio,1.5
normalizzata,2
piacere,2
Non penso,-2
capacità,2
a bordo,1
assente,-1
assenti,-1
assolvere,2
assolto,2
assolve,2
assolvente,2
assorbito,1
abuso,-3
abusato,-3
abusi,-3
abusivo,-3
accettare,1
accettato,1
accettando,1
accetta,1
incidente,-2
accidentale,-2
accidentalmente,-2
incidenti,-2
compiere,2
compiuto,2
realizza,2
accusa,-2
accuse,-2
accusare,-2
accusato,-2
accusa,-2
accusando,-2
dolore,-2
realizzabile,1
dolorante,-2
assolvere,2
assolve,2
assolto,2
assolvendo,2
astioso,-3
attivo,1
divertimento,5
Nulla,-2
nulla,-2
Divertimento,5
adeguato,1
ammirare,3
ammirato,3
ammira,3
ammirando,3
ammettere,-1
ammette,-1
ammesso,-1
ammonire,-2
ammonito,-2
adottare,1
adotta,1
adorabile,3
adorare,3
adorato,3
adora,3
Avanzate,1
vantaggio,2
vantaggi,2
avventura,2
avventure,2
avventuroso,2
ricercato,-1
affetto,3
affettuoso,3
afflitto,-1
offeso,-1
Paura,-2
aggravare,-2
aggravato,-2
aggrava,-2
aggravante,-2
aggressione,-2
aggressioni,-2
aggressivo,-2
inorridito,-2
agitato,2
agonizzare,-3
agonizzante,-3
agonizza,-3
agonizzante,-3
agonizzare,-3
agonizzante,-3
agonizza,-3
agonizzante,-3
Essere d'accordo,1
piacevole,2
concordato,1
accordo,1
è d'accordo,1
allarme,-2
allarmato,-2
allarmista,-2
allarmisti,-2
ahimè,-1
mettere in guardia,-1
alienazione,-2
vivo,1
allergico,-2
permettere,1
solo,-2
stupire,2
stupito,2
stupisce,2
Sorprendente,4
ambizioso,2
ambivalente,-1
divertire,3
divertito,3
divertimento,3
divertimenti,3
rabbia,-3
rabbia,-3
arrabbiato,-3
angoscia,-3
angosciato,-3
animosità,-2
infastidire,-2
fastidio,-2
infastidito,-2
fastidioso,-2
infastidisce,-2
antagonista,-2
anti,-1
anticipazione,1
ansia,-2
ansioso,-2
apatico,-3
apatia,-3
una merda,-3
apocalittico,-2
scusa,-1
si è scusato,-1
si scusa,-1
scusandosi,-1
scusa,-1
si è scusato,-1
si scusa,-1
scusandosi,-1
scuse,-1
sconvolto,-2
spaventoso,-2
placare,2
placato,2
placa,2
appagante,2
applaudire,2
applaudito,2
applaudire,2
applaude,2
applausi,2
apprezzare,2
apprezzato,2
apprezza,2
apprezzando,2
apprezzamento,2
apprensivo,-2
approvazione,2
approvato,2
approva,2
ardente,1
arresto,-2
arrestato,-3
arresti,-2
arrogante,-2
una vergogna,-2
che si vergogna,-2
culo,-4
assassinio,-3
omicidi,-3
risorsa,2
risorse,2
macchina,-2
interattiva,2
cazzo di culo,-4
Stronzo,-4
stupito,2
stupire,3
stupito,3
sorprendente,3
sorprendentemente,3
stupisce,3
attacco,-1
attaccato,-1
attaccando,-1
attacchi,-1
attirare,1
attratto,1
attrarre,2
attrazione,2
attrazioni,2
attrae,1
audace,3
autorità,1
evitare,-1
evitato,-1
scongiura,-1
avido,2
Evitare,-1
evitato,-1
evita,-1
attendere,-1
atteso,-1
aspetta,-1
premio,3
premiato,3
premi,3
Eccezionale,4
Terribile,-3
imbarazzante,-2
ascia,-1
tagliato con l'ascia,-1
sostenuto,1
supporto,2
dorsi,1
Cattivo,-3
prepotente,-3
male,-3
salvataggio,-2
imbroglio,-2
confuso,-2
sciocchezze,-2
bandire,-2
bandire,-1
in bancarotta,-3
banchiere,-3
vietato,-2
affare,2
barriera,-2
bastardo,-5
bastardi,-5
battaglia,-1
battaglie,-1
picchiato,-2
beatificante,3
battendo,-1
bellezze,3
regolazioni,1.5
Bellissimo,3
magnificamente,3
abbellire,3
sminuire,-2
sminuito,-2
amato,3
beneficio,2
benefici,2
beneficiato,2
beneficiando,2
lutto,-2
Persona in lutto,-2
lutti,-2
lutto,-2
migliore,3
tradire,-3
tradimento,-3
tradito,-3
tradire,-3
tradisce,-3
Meglio,2
pregiudizio,-1
prevenuto,-2
grande,1
cagna,-5
cagne,-5
amaro,-2
amaramente,-2
bizzarro,-2
bla,-2
colpa,-2
incolpato,-2
incolpa,-2
incolpare,-2
benedire,2
benedice,2
benedizione,3
cieco,-1
beatitudine,3
beato,3
allegro,2
bloccare,-1
successo,3
bloccato,-1
blocco,-1
blocchi,-1
